Proposal,Decision,Ward,View
"DYMCHWEL GWEITHDY, MODURDY A LOLFA HAUL BRESENNOL A CHODI ADEILAD NEWYDD I GYNNWYS LOLFA HAUL, YSTAFELL FWYTA AC YSTAFELL WELY LLAWR CYNTAF GYDA YSTAFELL YMOLCHI - AIL-GYFLWYNIAD YN DILYN GWRTHODIAD C20/0845/42/DT /TO DEMOLISH EXISTING WORKSHOP , GARAGE AND CONSERVATORY AND TO REPLACE WITH NEW BUILDING WITH CONSERVATORY ,DINING ROOM AND FIRST FLOOR BEDROOM WITH EN SUITE BATHROOM - RE-SUBMISSION FOLLOWING REFUSAL C20/0845/42/DT .",Approved with Conditions,Morfa Nefyn,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31769
Codi polyn 18.0m o uchder a chyfarpar offer/Erection of 18.0m mast and associated ancillary works.,Refused,Llanrug,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31772
Diwygiadau ansylweddol i ganiatâd C19/0982/42/LL i gadw cynnydd yn maint y feranda  / Non material amendments to approval C19/0982/42/LL to retain enlarged  veranda ,Approved with Conditions,Morfa Nefyn,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31768
"Cais llawn i drosi adeiladau allanol i gynnwys byncws ag uned gwyliau stiwdio gan gynnwys mynediad a chysylltiad gyda gwasanaethau (i gynnwys system garthffos, suddfan dwr a thanc olew) ynghyd a chodi adeilad i gynnwys adnoddau ymolchi ar wahan/ Full planning application for the conversion of agricultural outbuildings to provide a Bunk House and Studio tourist unit to include access and connection to required services (to include a foul system, soakaway and oil tank) as well as the construction of a detached building to provide washing facilities.",Refused,Tudweiliog,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31771
Cais ar gyfer codi adeilad amaethyddol ar gyfer cadw cyfarpar ar gyfer cynnal tir cyn-chwarel /  Erection of a agricultural shed for the storage of plant machinery in relation to maintaining the disused quarry land,Approved with Conditions,Llanllyfni,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31763
Cais tystysgrif defnydd cyfreithiol presennol ar gyfer defnyddio ysgubor fel tŷ preswyl / Applciation for a certificate of an existing lawful use of a barn as a residential dwelling.,Approved (TC only),Deiniolen,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31761
Estyniad unllawr ar flaen a cefn ty annedd gyda addasiadau i'r eiddo / Single storey extension to the front and rear of dwelling house with alterations to the property. ,Approved with Conditions,Llandderfel,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31760
Cais ar gyfer lleoli 10 uned statig i gynnwys symud 4 a gosod 6 sydd eisioes wedi eu caniatau ar gyfer y safle ynghyd a gwelliannau amgylcheddol /  Application for the siting of 10 static units to include moving 4 and siting 6 previously approved units together with  environmental improvements,Refused,Llanystumdwy,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31759
Estyniad deulawr i gefn ty annedd / Two storey rear extension to dwelling house.,Approved with Conditions,Dolbenmaen,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31758
Addasiadau mewnol ac allanol i drosi cyn gapel yn dy annedd / Internal and external alterations to convert former chapel into dwelling house,Approved with Conditions,Llanystumdwy,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31762
"Adeiladu tŷ cwch / storfa gyffredinol wedi ei gladio mewn pren i ochr eiddo preswyl 
The construction of a timber clad boathouse/general store attached to side of residential property",,Porthmadog (West),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31757
"Dymchwel modurdy ochr, codi estyniad un llawr yn ei le a phorth blaen/Demolish side garage, erect a single storey extension in its place and front porch.",Approved with Conditions,Dewi (Bangor),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31750
"Estyniad unllawr cefn

Single storey rear extension",Approved with Conditions,Llanengan,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31752
"Estyniad i'r balconi.

Extension to balcony.",Approved with Conditions,Abersoch,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31751
Cais ar gyfer codi estyniadau i'r eiddo ac ail leoli modurdy domestic / Application for the erection of extensions to the property and relocation of domestic garage,Approved with Conditions,Llanwnda,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31753
Rhyddhau amod rhif 3 (cofnod ffotograffig) ar ganiatadau rhif C19/0670/38/CR ac C19/0672/38/LL  / Discharge condition number 3 (photographic survey) on consent number C19/0670/38/CR and C19/0672/38/LL,Approved (Without Conditions),Llanbedrog,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31754
Newid defnydd a trosi'r adeilad yn 4 uned gwyliau / Change of use and conversion of building into 4 holiday units ,Approved with Conditions,Menai (Caernarfon),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31756
"Rhyddhau amod rhif 3 (llwybr clir i lifogydd), 5 (cynllun draenio dwr), 7 (cynllun tirlunio), 9 (cynllun rheoli mygdarthau ac arogleuon) ac amod 10 (cynllun monitro nwy daear) o ganiatâd cynllunio cyf. C20/0802/11/LL.
Discharge condition no. 3 (unobstructed flood route), 5 (water drainage scheme), 7 (landscaping scheme), 9 (scheme for regulating emmissions of fumes and odour) and condition 10 (ground gas monitoring) of planning permission ref. C20/0802/11/LL.",Approved (Without Conditions),Dewi (Bangor),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31749
"Estyniad deulawr

Two storey extension",Approved with Conditions,Efailnewydd / Buan,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31747
"Rhyddhau amod rhif 12 (Cynllun Tai Fforddiadwy), 16 (Datganiad Dull Adeiladwaith), 21 (Cynllun Atal Llygredd), 22 (Datganiad Dull Ymlusgiaid), 23 (Cynllun Gwelliannau Bioamrywiaeth) ac amod 25 (Cynllun Rhywogaethau wedi Dianc).
Discharge condition no. 12 ( Affordable Dwelling Scheme), 16 (Construction Method Statement), 21 (Pollution Prevention Plan), 22 (Reptile Method Statement), 23 (Biodiversity Enhancement Plan) and condition 25 (Plan for Species that have Escaped). ",Approved (Without Conditions),Arllechwedd,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31743
Cais ar gyfer ymestyn y ffenestr dormer to fflat ar flaen yr eiddo / Application to extend the existing flat roof dormer on the front elevation of the property,Approved with Conditions,Seiont (Caernarfon),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31755
"Dymchwel  byngalo presennol ac adeiladu annedd newydd gan gynnwys anecs.

Demolition of existing bungalow and construction of replacement dwelling including granny annexe",Refused,Llanbedrog,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31746
"Estyniad llawr cyntaf ar gefn yr eiddo.

First floor rear extension.",Approved with Conditions,Llanaelhaearn,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31745
"Cais ar gyfer codi ty fforddiadwy gyda mynedfa a parcio a tirweddu cysylltiol / Application for the erection of one affordable dwelling with associated access, parking and landscaping ",,Penygroes,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31742
Cais ar gyfer dymchwel modurdy unllawr bresennol a chodi adeilad deualwr yn cynnwys modurdy sengl gyda anecs ar y llawr cyntaf / Application to demolish existing single storey garage and erection of a two storey building incorporating a single garage and annexe on first floor.,Approved with Conditions,Gerlan,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31748
Addasiadau mewnol ac allanol er mwyn trosi'r adeilad yn 4 uned gwyliau / Internal and external alterations to convert the building into 4 holiday units,Approved with Conditions,Menai (Caernarfon),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31744
Cais ar gyfer codi estyniad ty haul / Application for the erection of a sun room extension. ,Approved with Conditions,Llanwnda,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31741
Cais am farn sgrinio ffurfiol ar gyfer cynllun diwygiedig ar gyfer ail osod ac estynnu ceblau yn isbwerdai Dinorwig a Phentir / Request for formal screening opinion foramended scheme for cable replacement and extension works at Dinorwig and Pentir Substations,Accepted,,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31740
"Estyniad unllawr i'r ystafell fyw.
Single storey living room extension",Approved with Conditions,Nefyn,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31739
"Estyniad deulawr ochr

Two storey side extension",Refused,Llanengan,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31738
Estyniad un llawr yn y cefn ynghyd a darparu llecyn parcio yn y blaen/Single storey extension at rear together with provision of a car parking space at the front.,Approved with Conditions,Y Felinheli,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31728
Cais ar gyfer codi ty tri llawr tair llofft gyda ardal barcio/ Application for the erection of a three storey three bedroom dwelling with parking area.,,Y Felinheli,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31736
Cais ar gyfer codi ty tri llawr tair llofft gyda ardal barcio/ Application for the erection of a three storey three bedroom dwelling with parking area.,,Y Felinheli,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31735
"Rhyddhau amod 16 (cynllun tai fforddiadwy) o ganiatâd cynllunio amlinellol rhif C14/1248/11/AM.
Discharge condition 16 (affordable housing scheme) of outline planning permission C14/1248/11/MG.",,Hirael (Bangor),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31737
Estyniad cefn uwchben estyniad unllawr presennol ynghyd ag ymestyn wal gefn yr estyniad presennol/ Rear extension above existing single storey extension as well as relocating the existing extension's rear wall.,Approved with Conditions,Llanbedrog,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31731
"Rhyddhau amod 3 (tirweddu) a 12 (darpariaeth parcio) o ganiatâd cynllunio amlinellol C14/1248/11/AM ac amod 5 (deunyddiau), 6 (triniaeth ffin), 7 (storfa biniau) ac amod 8 (tirweddu) o ganiatâd materion a gadwyd yn ôl C17/0835/11/MG. 
Discharge of condition 3 (landscaping), and 12 (parking arrangements) of outline planning permission C14/1248/11/AM and condition 5 (materials), 6 (boundary treatment), 7 (bin storage) and condition 8 (landscaping) of reserved matters approval C17/0835/11/MG.",Approved (Without Conditions),Hirael (Bangor),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31734
Torri a thocio coed sy'n destun gorchymyn gwarchod coed/Fell and prune trees subject to a tree preservation order.,,Y Felinheli,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31729
Dymchwel y modurdy presennol a chodi estyniad deulawr a sengl yn ei le/Demolish existing garage and erection of a 2 storey and single storey extension in its place.,Approved with Conditions,Ogwen,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31733
Newid defnydd tir i osod uned arlwyo symudol ynghyd a datblygiadau cysylltiol/Change the use of land for the siting of a mobile catering unit with associated developments,Approved with Conditions,Aberdaron,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31730
"Cais ar gyfer rhyddhau amodau 12,14,15 ac 16 sy'n ywmneud ac archeoleg, storio biniau a chodi ffens; o ganiatad C19/0524/14/LL ar gyfer codi 4 uned byw / Application to discharge conditions 12,14,15 and 16 in relation to archeology, bin storage and erection of fence; of planning permission C19/0524/14/LL for the erection of 4 residential units",Condition(s) Fully Discharged,Peblig (Caernarfon),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31732
Cais ar gyfer codi llawr ychwanegol i'r estyniad cefn presennol a chodi estyniad unllawr to un-codiad ar hyd ochr yr eiddo / Application for the erection of an additional floor to the existing rear extension and erection of single storey lean-to extension to side of dwelling,Approved with Conditions,Llanberis,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31725
Estyniad deulawr i'r ochr ac estyniad sengl i gefn dy annedd / Two storey side extension and single storey extension to rear of dwelling ,Approved with Conditions,Tywyn,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31726
Estyniad cefn i eiddo preswyl/Rear extension for residential dwelling,Approved with Conditions,Llanaelhaearn,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31722
Newid defnydd cyn gapel yn dy annedd / Change of use of former chapel into a dwelling house,Approved with Conditions,Llanystumdwy,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31721
Estyniad ac addasiadau i dy annedd / Extension and alterations to dwelling house,Refused,Teigl,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31723
Cais ar gyfer codi ty pedwar llawr gyda islawr er mwyn creu 4 uned breswyl hunan gynhaliol / Application to erect a 3 storey house with a basement to create 4 self-contained residential units,,Menai (Bangor),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31720
"Newid defnydd a trosi gweithdai yn 4 uned gwyliau hunan-gynhaliol, gyda spa a galeri celf / Change of use of workshops into 4 self catering holiday units, with spa and art gallery. ",,Bowydd & Rhiw,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31727
"Adeiladu tŷ annedd unllawr tair ystafell wely
Erection of single storey three bedroom dwelling",,Porthmadog (West),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31724
"Dymchwel tŷ tafarn presennol a chodi chwech tŷ
Demolition of existing public house and the erection of six houses ",,Pwllheli (North),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31717
Addasiadau mewnol ac allanol i dy annedd / Internal and external alterations to dwelling house. ,Approved with Conditions,Groeslon,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31718
"Rhyddhau amod rhif 9 (cynllun rhwydwaith rheoli dwr hwyneb cynaliadwy) ac amod 10 (cynllun draenio cynhwysfawr ar gyfer y safle) o ganiatâd cynllunio C14/1248/11/AM).
Discharge of condition no. 9 (sustainable surface water regulation system plan) and condition 10 (comprehensive and integrative drainage scheme for the site) of planning permission C14/1248/11/AM.",Approved (Without Conditions),Hirael (Bangor),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31716
"Codi ty newydd deulawr ynghyd a modurdy / ystafell gemau arwahan gyda darpariaeth mynediad a parcio / Erection of two storey dwelling house with detached garage/games room, and associated access and parking.",Approved with Conditions,Abermaw,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31714
